id,aggregate value
3816,1990-01-01 1916-01-01 actor Edward Binns
3817,1949-01-01 writer Jane Smiley
3818,"1 Action,Animation,Comedy Tsubasa kyatto sono ichi 24 0 Tsubasa kyatto sono ichi 11 2009-01-01"
3819,"composer,actor,music_department Polad B?lb?loghlu 1945-01-01"
3820,30 8 The Woman Between 0 The Woman Between Drama 6 1958-01-01
3821,"Crime,Drama,Mystery 0 1997-01-01 6 Blood Ties: Part 3 3 Blood Ties: Part 3"
3822,"George Ortuzar actor,director,writer"
3823,"1 Web of Fear 20 Drama,Sport,Western 0 1963-01-01 Web of Fear"
3824,Jim Boucher
3825,"actor,soundtrack,producer Edward Asner 1929-01-01"
3826,1997-01-01 Kristina Petrushina actress
3827,30 Incident in India Incident in India 0 Drama 1959-01-01 17 6
3828,"30 1 7 The Canary 1960-01-01 0 The Canary Adventure,Drama,Family"
3829,Molly McLucas actress
3830,"Ray Gordon actor,producer"
3831,actor 1972-01-01 Raoul De Leon 1905-01-01
3832,Seth Yorra actor 1945-01-01
3833,"director,producer,writer Jeannot Szwarc 1939-01-01"
3834,writer Stefan Gommermann
3835,Shane Petty
3836,"actress,make_up_department 1977-01-01 Allura Eden"
3837,2017-01-01 7 0 Drama 48 Chapter 59 5 Chapter 59
3838,"1953-01-01 Mitsuru Hirata actor,soundtrack"
3839,"Mark Kueffner composer,music_department,sound_department"
3840,2 1964-01-01 0 Drama Der Gast 5 Der Gast 60
3841,Die f?nfte Kolonne 1968-01-01 0 Die f?nfte Kolonne Drama 1963-01-01 60
3842,"2000-01-01 Arthur Batanides actor,soundtrack 1923-01-01"
3843,"1995-01-01 1909-01-01 Adolf Schlyssleder editor,assistant_director,director"
3844,editor Stephen A. Hicks
3845,1951-01-01 actress Gina Gillespie
3846,1982-01-01 actor Rudy Bond 1912-01-01
3847,"Marc Daniels director,producer,actor 1912-01-01 1989-01-01"
3848,"John Stephenson actor,soundtrack 1923-01-01 2015-01-01"
3849,30 8 0 Drama The Last Spring 1955-01-01 The Last Spring 3
3850,actor 1984-01-01 Jack Jordan 1903-01-01
3851,"30 1 18 0 Teddy's Exam Adventure,Drama,Family 1961-01-01 Teddy's Exam"
3852,"2000-01-01 actor,casting_director Werner Klemperer 1920-01-01"
3853,Reis Fernando actor
3854,30 Dear Milkman 0 Drama Dear Milkman 1958-01-01 5 15
3855,actor Franz K?chel
3856,"Jack Behr actor,writer,producer"
3857,"2 Action,Adventure,Animation Powerless in the Face of Death 22 0 1 2006-01-01 Powerless in the Face of Death"
3858,2000-01-01 actor Kim Spalding 1915-01-01
3859,"actress,director,writer 1990-01-01 1932-01-01 Susan Oliver"
3860,"Seven Women 2003-01-01 A Casa das Sete Mulheres 1084 0 Drama,History,Romance"
3861,2 Adventure The Feather Cloak 20 0 1961-01-01 60 The Feather Cloak
3862,1928-01-01 actress 1969-01-01 Kathleen Murray
3863,"editor,camera_department,producer Ivan Victor"
3864,"1932-01-01 actor,writer,music_department 2016-01-01 Don Francks"
3865,"1988-01-01 Anton Leader director,production_manager,producer 1913-01-01"
3866,David Ba?ot 1983-01-01 actor
3867,"Betrayal Crime,Drama,Mystery 0 1997-01-01 Betrayal 12 5"
3868,James Wu
3869,Claudia Barrett actress 1929-01-01
3870,"1885-01-01 actor,soundtrack 1962-01-01 Robert Emmett O'Connor"
3871,"director,actor,producer 1909-01-01 1999-01-01 Robert Douglas"
3872,"Gerd Oswald 1919-01-01 director,assistant_director,producer 1989-01-01"
3873,Evan Elliott actor
3874,"Laslo Benedek 1992-01-01 director,assistant_director,editor 1905-01-01"
3875,Jane Sparkes writer 1937-01-01
3876,"Mick Jones soundtrack,music_department,composer 1955-01-01"
3877,Alois Jir?sek 1851-01-01 writer 1930-01-01
3878,"Easy de la Rosa animation_department,art_department,director"
3879,Robin Laing actor 1976-01-01
3880,2000-01-01 Doris Petrie actress 1918-01-01
3881,0 1 Drama 59 2015-01-01 Chapter 27 Chapter 27 3
3882,2009-01-01 actress 1919-01-01 Mary Carrillo
3883,Vernon Rich 1906-01-01 actor 1978-01-01
3884,"1928-01-01 writer,actor 1998-01-01 Noel Behn"
3885,Blumen f?r Zimmer 19 0 Drama 1965-01-01 Blumen f?r Zimmer 19 4 3 60
3886,"Otto Kruger 1885-01-01 actor,soundtrack 1974-01-01"
3887,composer Marcos Azambuja
3888,Besuch von dr?ben 58 0 Drama 1965-01-01 6 3 Besuch von dr?ben
3889,"2004-01-01 1 Action,Adventure,Animation Tag-Sale: You're It! 22 0 Tag-Sale: You're It! 10"
3890,"Kristen Bone actress,soundtrack"
3891,"Noel De Souza actor,make_up_department,miscellaneous 1925-01-01"
3892,actress Minh Chau
3893,"2001-01-01 1 0 11 Action,Drama,Mystery Over My Dead Body: Part 2 Over My Dead Body: Part 2"
3894,30 The Hired Hand 18 1960-01-01 0 Drama 7 The Hired Hand
3895,actor Kim Knuckey
3896,Ricardo Dalmacci 1972-01-01 actor
3897,"producer,writer,composer Mark Shekter"
3898,"editor,camera_department,producer Scott C. Dorough"
3899,30 Crisis in 114 1960-01-01 0 Crisis in 114 Drama 21 7
3900,1928-01-01 actress Bibiane Zeller
3901,"Gene Mack actor,stunts"
3902,Kate Fitzgerald actress
3903,1 Adventure 1962-01-01 0 Empty Village Empty Village 16
3904,Adventure The Closing Circle 0 The Closing Circle 5 1961-01-01 3 60
3905,"director,producer Gordon Davidson 2016-01-01 1933-01-01"
3906,1974-01-01 Gabriela Vergara actress
3907,"1996-01-01 director,producer,editor William F. Claxton 1914-01-01"
3908,"Boris Sagal 1923-01-01 director,writer,producer 1981-01-01"
3909,"2001-01-01 Latin Lover 0 Latin Lover Drama,Romance 60"
3910,writer Jane Avery
3911,Michel Gill actor 1960-01-01
3912,"actress,director,writer Clare Holman 1964-01-01"
3913,actor Freeman Hammond
3914,"1922-01-01 writer,director,actor Harald Zusanek 1989-01-01"
3915,"Karen Moore producer,miscellaneous"
3916,"Dick Powell 1963-01-01 actor,producer,soundtrack 1904-01-01"
3917,Maurice Manson actor 2002-01-01 1913-01-01
3918,Nimisha Sajayan actress
3919,"1888-01-01 1964-01-01 actor,soundtrack Paul Cavanagh"
3920,"1906-01-01 Roy Roberts 1975-01-01 actor,soundtrack"
3921,actor Skyelar Pollack
3922,1 Adventure Castaways 1960-01-01 0 13 60 Castaways
3923,composer Richard Rijnvos
3924,"2004-01-01 1 Home Insecurity Action,Adventure,Animation 22 0 Home Insecurity 3"
3925,"The Why Chromosome 1999-01-01 Crime,Drama,Mystery 0 21 7 The Why Chromosome"
3926,"miscellaneous,producer Steven Baruch"
3927,"Timo Torikka 1958-01-01 actor,writer,director"
3928,"Geoffrey Chaucer 0 Biography,Comedy,Documentary 2006-01-01 4 3 Geoffrey Chaucer"
3929,"1931-01-01 cinematographer,camera_department,writer Franz Xaver Lederle"
3930,"camera_department,cinematographer,producer Damon Crump 1964-01-01"
3931,"Pete Sinclair writer,miscellaneous,producer"
3932,30 The Break-Off 0 The Break-Off Drama 1959-01-01 6 14
3933,"Jeremy Northam 1961-01-01 actor,soundtrack"
3934,1946-01-01 Jennie Lynn actress
3935,"1893-01-01 1972-01-01 director,actor,writer William Dieterle"
3936,"1967-01-01 writer,assistant_director,director Emiko Hiramatsu"
3937,Six Centuries of Verse 1984-01-01 0 Six Centuries of Verse
3938,Andy Simon
3939,"Crime,Drama,Mystery 0 59 6 2019-01-01 Hunters in the Dark Hunters in the Dark 3"
3940,Tom Porter
3941,1 Adventure 1962-01-01 0 A Rooster Named Red A Rooster Named Red 37
3942,Walter Coy actor 1909-01-01 1974-01-01
3943,"composer,music_department,sound_department 1921-01-01 2013-01-01 Edward Williams"
3944,Grete Reiner 1944-01-01 1892-01-01 writer
3945,"1985-01-01 actor,soundtrack 1914-01-01 Edward Andrews"
3946,"1 Animation,Family Cvrcek a stroj 0 5 1 1978-01-01 Cvrcek a stroj"
3947,"James Kee actor,miscellaneous,writer"
3948,"Gordon Boyd 2009-01-01 1922-01-01 actor,soundtrack"
3949,"1973-01-01 actor,director,composer Tadanobu Asano"
3950,1906-01-01 actress Eleanor Moore 1991-01-01
3951,2 2001-01-01 The Shrimp Incident 0 The Shrimp Incident 29 Comedy 4
3952,"2003-01-01 Conrad L. Hall cinematographer,camera_department,writer 1926-01-01"
3953,producer Tyler l Christopher
3954,actor 1964-01-01 1897-01-01 Morris Ankrum
3955,"director,producer,editor Keith Truesdell"
3956,30 Reunion 0 Drama Reunion 1955-01-01 3 3
3957,"actress,producer 1952-01-01 Caroline Aaron"
3958,"writer,producer,director Sally Wainwright 1964-01-01"
3959,"George Mitchell actor,writer 1972-01-01 1905-01-01"
3960,"composer,music_department,soundtrack Jeff Rona 1957-01-01"
3961,"actress,soundtrack,producer Kath Soucie 1953-01-01"
3962,Vicki Lee actress
3963,"miscellaneous,writer,script_department Julie Rutterford"
3964,Linda Lowell actress 1945-01-01
3965,"1985-01-01 Scott Brady actor,soundtrack 1924-01-01"
3966,"1993-01-01 editor,assistant_director 1937-01-01 Lyubov Georgieva"
3967,actor 1995-01-01 Tom Helmore 1904-01-01
3968,1982-01-01 Allen Jung actor 1909-01-01
3969,"writer,actor,producer Craig Ferguson 1962-01-01"
3970,Annie Albers 1994-01-01 1899-01-01
3971,1 Adventure 29 1960-01-01 0 Beached Beached 60
3972,"2 45 Help Wanted, Male 0 Help Wanted, Male 12 Action,Drama,Mystery 2002-01-01"
3973,"1999-01-01 The Same Coin Crime,Drama,Mystery 0 The Same Coin 12 7"
3974,"1908-01-01 Robert Foulk actor,miscellaneous,soundtrack 1989-01-01"
3975,1 Episode #1.4 Episode #1.4 0 Drama 1971-01-01 4
3976,Kevin Hanchard actor
3977,"Paul F. Tompkins 1968-01-01 actor,writer,producer"
3978,"1932-01-01 director,actor,producer 2008-01-01 Jud Taylor"
3979,1823-01-01 1886-01-01 writer Aleksandr Ostrovskiy
3980,2 Episode #2.7 1999-01-01 7 20 0 Drama Episode #2.7
3981,1971-01-01 Daniele Rodrigues actress
3982,30 The Bad Apple 1957-01-01 0 Drama 21 4 The Bad Apple
3983,actor 1965-01-01 Ivan Dimov 1897-01-01
3984,"Michael Lehmann 1957-01-01 director,producer,miscellaneous"
3985,"writer,producer 1992-01-01 1920-01-01 John Kneubuhl"
3986,"Alexander May 1927-01-01 actor,writer,director 2008-01-01"
3987,"writer,miscellaneous 1917-01-01 Jean Holloway 1989-01-01"
3988,Bruce Spence actor 1945-01-01
3989,"1982-01-01 animation_department,director,writer James Davis 1901-01-01"
3990,"Kulvinder Ghir actor,writer 1965-01-01"
3991,Robert J. Cannon 2009-01-01 actor 1913-01-01
3992,"Rosalind Russell 1907-01-01 1976-01-01 actress,soundtrack,writer"
3993,"Frank Chase writer,actor 1923-01-01 2004-01-01"
3994,actor 1909-01-01 1967-01-01 Dick Rich
3995,1969-01-01 director John Crowley
3996,"Luc Besson writer,producer,director 1959-01-01"
3997,"actor,producer,director Franco Nero 1941-01-01"
3998,"1 21 While the Cat's Away 0 While the Cat's Away 1 Animation,Comedy,Fantasy 1993-01-01"
3999,Chapter 71 Chapter 71 57 0 Drama 2018-01-01 6 6
4000,"Nick Borgani actor,miscellaneous 1987-01-01 1904-01-01"
4001,"Boots Plata director,sound_department,assistant_director 2011-01-01"
4002,Vehicular Fellatio 0 2 29 7 Comedy Vehicular Fellatio 2009-01-01
4003,"2000-01-01 Elena Petrova 1908-01-01 cinematographer,camera_department,special_effects"
4004,2007-01-01 Poo Pot Maker Reality-TV 44 0 2 Poo Pot Maker 3
4005,"miscellaneous,assistant_director,camera_department Adam Bradley"
4006,Bill Parker III
4007,Jerrilyn Flannery actress
4008,"1 Action,Adventure,Animation 13 0 Episode #1/Episode #2 1 Episode #1/Episode #2 1995-01-01"
4009,31 0 1 Comedy 2005-01-01 The Larry David Sandwich 5 The Larry David Sandwich
4010,"1929-01-01 2011-01-01 Erwin Strahl actor,director,writer"
4011,1893-01-01 actor George Selk 1967-01-01
4012,2009-01-01 writer Stuart Kaminsky 1934-01-01
4013,"writer,producer,soundtrack 2009-01-01 1932-01-01 Edward J. Lakso"
4014,"30 1960-01-01 Plain, Unmarked Envelope 0 24 Drama Plain, Unmarked Envelope 7"
4015,"Police Story Action,Comedy,Crime 1985-01-01 Ging chaat goo si 100 0"
4016,"actress,director,writer 1982-01-01 Fala Chen"
4017,Justine Chase actress
4018,"Shepperd Strudwick 1983-01-01 actor,miscellaneous 1907-01-01"
4019,"producer,director,writer John Meredyth Lucas 2002-01-01 1919-01-01"
4020,"June Vincent 1920-01-01 actress,soundtrack 2008-01-01"
4021,"director,producer Jens Blecker"
4022,actor 1919-01-01 Frank Kumagai 1979-01-01
4023,"1 Crime,Drama 18 1974-01-01 0 The Madam The Madam 60"
4024,"Harry Keller director,editor,producer 1987-01-01 1913-01-01"
4025,"1999-01-01 Homicide.com Crime,Drama,Mystery 0 13 Homicide.com 7"
4026,"2 Motherhunt: Part 1 0 6 Action,Drama,Mystery 2002-01-01 Motherhunt: Part 1"
4027,writer Herman Epstein
4028,"1932-01-01 writer,miscellaneous,producer Robert Dillon"
4029,2 30 2001-01-01 8 0 Comedy Shaq Shaq
4030,1 Episode #1.11 Episode #1.11 0 Drama 11 1971-01-01
4031,writer Wyatt Blassingame
4032,"1915-01-01 1991-01-01 Ullrich Haupt actor,director,writer"
4033,"1912-01-01 producer,actor,writer 1991-01-01 Danny Thomas"
4034,Chapter 32 54 0 Chapter 32 Drama 2015-01-01 6 3
4035,"actor,soundtrack 1973-01-01 Wally Cox 1924-01-01"
4036,30 2007-01-01 9 The Therapists 0 Comedy 6 The Therapists
4037,1917-01-01 actor Robert Cornthwaite 2006-01-01
4038,Gaynor Fairweather
4039,"1896-01-01 1970-01-01 actor,soundtrack,miscellaneous Juano Hernandez"
4040,"Daniel Costelle writer,director,miscellaneous 1936-01-01"
4041,"1907-01-01 writer,director,script_department Arnold Belgard 1967-01-01"
4042,"1922-01-01 Francesco Rosi 2015-01-01 writer,director,assistant_director"
4043,"actress,director,writer Dyan Cannon 1937-01-01"
4044,"editor,editorial_department,director 1984-01-01 1894-01-01 Philip Cahn"
4045,"Larry Murphy actor,soundtrack,writer 1972-01-01"
4046,"1938-01-01 Jean-Loup Dabadie writer,soundtrack,actor 2020-01-01"
4047,actress 1984-01-01 Gail Bonney 1901-01-01
4048,producer Randy Mason
4049,1 No Finish Line With Nine 42 0 No Finish Line With Nine 2018-01-01 6
4050,actor Judson Laire 1902-01-01 1979-01-01
4051,2 30 I Remember the Rani 0 35 Drama I Remember the Rani 1955-01-01
4052,"1923-01-01 actress,soundtrack Glynis Johns"
4053,"2000-01-01 1917-01-01 director,actor,producer John Newland"
4054,"1943-01-01 Lee Aaker actor,soundtrack"
4055,"Willis Goldbeck writer,producer,director 1898-01-01 1979-01-01"
4056,"Daniel Palisa make_up_department,actor,special_effects"
4057,"1949-01-01 actor,soundtrack,director Bruno Kirby 2006-01-01"
4058,"Paul Dooley actor,writer,producer 1928-01-01"
4059,"1 Crime,Drama Stakeout 0 Stakeout 4 60 1973-01-01"
4060,"editorial_department,editor,miscellaneous Efraim Klein"
4061,"1 Gone for Goode Crime,Drama,Mystery 0 Gone for Goode 1 48 1993-01-01"
4062,"writer,producer 1916-01-01 Lois Hire 2006-01-01"
4063,1977-01-01 actor Dennis McCarthy 1920-01-01
4064,"producer,writer,miscellaneous 2013-01-01 1947-01-01 Henry Bromell"
4065,"1990-01-01 Alexandra Becker writer,actress 1925-01-01"
4066,31 Lewis Needs a Kidney 0 Comedy 2005-01-01 Lewis Needs a Kidney 5 5
4067,Reece Pockney actor
4068,"30 1 8 Mi's Girl 1960-01-01 0 Adventure,Drama,Family Mi's Girl"
4069,"1932-01-01 Radoslav Brzobohat? actor,soundtrack 2012-01-01"
4070,Bryce Bateman
4071,"actor,writer,director 1950-01-01 Robert Pugh"
4072,"1943-01-01 2002-01-01 Bruce Paltrow producer,writer,director"
4073,Myron Marcotte
4074,1971-01-01 actor Kim Tae-Woo
4075,1976-01-01 actress Natasha
4076,actor 1931-01-01 Cal Bolder 2005-01-01
4077,"actress,director,writer Isabella Rossellini 1952-01-01"
4078,"Louis Ferreira 1966-01-01 actor,producer,miscellaneous"
4079,"cinematographer,camera_department 1900-01-01 1984-01-01 Paul Ivano"
4080,"Alexander Courage 1919-01-01 2008-01-01 music_department,composer,soundtrack"
4081,"writer,script_department J.A. Novotn? 1918-01-01 2005-01-01"
4082,"1963-01-01 Michael Gans writer,producer,actor"
4083,"1927-01-01 actor,writer,producer 2021-01-01 Peter Mark Richman"
4084,30 8 The Seducer 1960-01-01 0 Drama 8 The Seducer
4085,"1938-01-01 Johan van der Keuken 2001-01-01 director,editor,cinematographer"
4086,"And the Rockets' Dead Glare 1 7 Crime,Drama,Mystery 0 And the Rockets' Dead Glare 1993-01-01"
4087,"1977-01-01 Answald Kr?ger writer,director 1918-01-01"
4088,"Ulrich Beiger 1996-01-01 actor,director 1918-01-01"
4089,"1 Drama,Sport,Western 1962-01-01 0 The Contender 1 The Contender 60"
4090,"writer,producer L?szl? G?r?g 1997-01-01 1903-01-01"
4091,"1990-01-01 1928-01-01 writer,actor John Falvo"
4092,"1951-01-01 writer,director,actor 2001-01-01 Jandhyala"
4093,"A Party for Tarzan 7 Action,Adventure,Animation 2016-01-01 22 0 A Party for Tarzan 6"
4094,"Jeff Corey 2002-01-01 actor,director,soundtrack 1914-01-01"
4095,2 30 1954-01-01 Guest in the Night Guest in the Night 0 1 Drama
4096,"Kate Spencer producer,production_manager,miscellaneous"
4097,2007-01-01 Salt Miner Reality-TV 44 0 6 3 Salt Miner
4098,"actor,camera_department 1973-01-01 Derek Cecil"
4099,"actress,soundtrack,producer 1931-01-01 Barbara Eden"
4100,2003-01-01 Zaim Muzaferija actor 1923-01-01
4101,"director,producer,writer William A. Graham 2013-01-01 1926-01-01"
4102,"actor,director 1918-01-01 1987-01-01 King Donovan"
4103,"actress,producer 1939-01-01 Denise Alexander"
4104,"Barbara Billingsley 2010-01-01 1915-01-01 actress,soundtrack"
4105,"1989-01-01 Documentary,Music Unplugged Unplugged 0 60"
4106,actor Douglass Dumbrille 1974-01-01 1889-01-01
4107,1985-01-01 actress 1931-01-01 Susan Morrow
4108,"1973-01-01 actor,producer,miscellaneous Noam Zylberman"
4109,"1935-01-01 actress,producer,director Pippa Scott"
4110,1911-01-01 actor Grant Richards 1963-01-01
4111,"actress,soundtrack,producer 1976-01-01 Keeley Hawes"
4112,2014-01-01 actor Jimmy Karath 1942-01-01
4113,"30 1 Grandpa Returns 30 0 Grandpa Returns Adventure,Drama,Family 1961-01-01"
4114,"Nenad Puhovski 1949-01-01 producer,director,miscellaneous"
4115,"1931-01-01 director,writer,production_manager J?rgen B?ttcher"
4116,"Der Sekret?r Documentary,Short 29 1967-01-01 Der Sekret?r 0"
4117,30 Christmas Stopover 0 Drama Christmas Stopover 17 1955-01-01 3
4118,"Chuck Jones animation_department,director,writer 2002-01-01 1912-01-01"
4119,Joanne Shortt Butler
4120,"camera_department,cinematographer Pavel Hispler"
4121,"Alison Maclean director,writer,producer 1958-01-01"
4122,9 Adventure The Assassins The Assassins 0 48 1961-01-01 3
4123,30 0 Drama 1959-01-01 7 6 The Red Dress The Red Dress
4124,"A Model Citizen Crime,Drama,Mystery A Model Citizen 0 1994-01-01 4 3"
4125,"1 Drama,Sport,Western The King of the Hill 0 The King of the Hill 1963-01-01 16"
4126,actor Edward Henrickson
4127,actor 1912-01-01 2006-01-01 John Milton Kennedy
4128,1908-01-01 writer Yelizaveta Smirnova 1999-01-01
4129,"2 2004-01-01 Albert Einstein 0 Biography,Comedy,Documentary 6 Albert Einstein"
4130,The Search for Robert Herrick 1 Adventure 1962-01-01 0 35 The Search for Robert Herrick
4131,1916-01-01 actress Sandra Gould 1999-01-01
4132,"Jace Alexander 1964-01-01 director,producer,actor"
4133,"cinematographer,camera_department 1983-01-01 1905-01-01 Lloyd Ahern Sr."
4134,105 1 Lebanon Adult 2006-01-01 Lebanon
4135,8 2016-01-01 47 0 Drama Chapter 47 Chapter 47 4
4136,1977-01-01 actress Claire Brennen 1934-01-01
4137,Marika Carlsson g?star 0 Marika Carlsson g?star Comedy 6 2019-01-01 3
4138,"writer,producer 1923-01-01 2020-01-01 Harriet Frank Jr."
4139,"Barry Atwater 1918-01-01 actor,sound_department 1978-01-01"
4140,"Lucas Dixon actor,miscellaneous"
4141,"2004-01-01 1 Action,Adventure,Animation 22 0 2 Careers in Science Careers in Science"
4142,"1988-01-01 Gavin Free actor,editor,cinematographer"
4143,"writer,producer,actor 1975-01-01 Nic Pizzolatto"
4144,"1916-01-01 2001-01-01 Alex Nicol actor,director,producer"
4145,"Clegg Hoyt 1910-01-01 actor,soundtrack 1967-01-01"
4146,42 2016-01-01 Chapter 41 Chapter 41 0 2 Drama 4
4147,"producer,director,writer Peter Jones 1941-01-01"
4148,"production_designer,set_decorator Irina Stoycheva 1952-01-01"
4149,"writer,producer,soundtrack Gerald Di Pego 1941-01-01"
4150,"actress,soundtrack Diane Lane 1965-01-01"
4151,"cinematographer,miscellaneous Enno Endlicher 1984-01-01"
4152,actor 1901-01-01 1991-01-01 John War Eagle
4153,Elizabeth Ashley actress 1939-01-01
4154,Adventure 0 Show Me a Hero Show Me a Hero 6 1961-01-01 3 60
4155,"1 Folge 3 Comedy,War 1972-01-01 0 Folge 3 3"
4156,Neil Dainard actor
4157,"Leonard Ho miscellaneous,producer,production_manager 1997-01-01 1925-01-01"
4158,"Robert Chadwick actor,sound_department 1997-01-01 1933-01-01"
4159,Greta Granstedt actress 1907-01-01 1987-01-01
4160,"Thomas Schlamme producer,director,miscellaneous 1950-01-01"
4161,actress Linda Smith 1958-01-01 2006-01-01
4162,"editor,editorial_department,cinematographer Paul Le"
4163,actor M.E. Frazier Jr.
4164,"Larry David 1947-01-01 writer,producer,actor"
4165,Door 1 of the 5 Doors to Hell 2017-01-01 80 Door 1 of the 5 Doors to Hell 0
4166,"Teemu Laajasalo writer,actor"
4167,B.J. McLellan actor
4168,"Dorothy Davenport 1977-01-01 1895-01-01 actress,writer,producer"
4169,Paulina Singerman 1911-01-01 actress 1984-01-01
4170,"1949-01-01 actress,soundtrack Cheryl Campbell"
4171,1 Adventure 1962-01-01 0 10 The Larcenous Lover The Larcenous Lover
4172,"Paul Clarke producer,writer,director"
4173,30 2011-01-01 0 8 Vow of Silence Comedy 5 Vow of Silence
4174,Nick Turner actor
4175,writer Lemora Mattingly Weber
4176,"Paul Verhoeven 1975-01-01 1901-01-01 actor,director,writer"
4177,1974-01-01 K?ji Ohkura actor
4178,2 Adventure 18 0 Act of Piracy 1961-01-01 60 Act of Piracy
4179,"director,producer,writer 1917-01-01 2012-01-01 Don Medford"
4180,1988-01-01 1911-01-01 actress Vivi Janiss
4181,actor 2012-01-01 1923-01-01 William Windom
4182,"Erik van Zuylen 1943-01-01 director,writer,actor"
4183,"composer,music_department,soundtrack Dominic Lewis"
4184,2 21 1999-01-01 Episode #2.3 Episode #2.3 0 Drama 3
4185,"Larry Williams 1950-01-01 director,art_department 1999-01-01"
4186,30 Thanks to You 0 24 Thanks to You Drama 1958-01-01 5
4187,"actress,miscellaneous Heather Mitchell"
4188,actor 1928-01-01 1997-01-01 Lev Shabarin
4189,"Mathieu Blanc editor,editorial_department,sound_department"
4190,actor Weaver Levy 2018-01-01 1925-01-01
4191,"writer,miscellaneous,script_department Jerry Gracio"
4192,1926-01-01 actor Georg Hartmann
4193,"Cl?udio Vidal actor,art_department"
4194,"1992-01-01 Marshall Thompson 1925-01-01 actor,director,writer"
4195,"Josip Somodi animation_department,actor,editor"
4196,actor Lee Roberts 1913-01-01 1989-01-01
4197,"Sheldon Allman 2002-01-01 actor,music_department,soundtrack 1924-01-01"
4198,"Thomas Schad visual_effects,art_department,editor"
4199,"actor,writer,director 1920-01-01 Phillip Pine 2006-01-01"
4200,1996-01-01 actor Bert Fortell 1924-01-01
4201,"director,editor,assistant_director 1910-01-01 Wolfgang Becker 2005-01-01"
4202,"21 1999-01-01 0 6 Animation,Comedy,Fantasy Trouble in Store Trouble in Store 3"
4203,"1888-01-01 1974-01-01 actress,soundtrack Almira Sessions"
4204,"producer,miscellaneous,director B. Nagi Reddy 1912-01-01 2004-01-01"
4205,"Ira Goldman actor,producer"
4206,"2000-01-01 Claire Trevor 1910-01-01 actress,soundtrack"
4207,1977-01-01 actress 1886-01-01 Elizabeth Flournoy
4208,43 The End 0 10 Comedy 2005-01-01 5 The End
4209,"1977-01-01 1906-01-01 Harry Lubin composer,music_department,soundtrack"
4210,"1963-01-01 1907-01-01 actor,music_department Seeta Rama Anjaneyulu Chilakalapudi"
4211,"Jay Tobias assistant_director,director,producer"
4212,30 Operation Snowball 0 13 Drama Operation Snowball 6 1958-01-01
4213,"Rafael ?lvarez writer,producer,camera_department"
4214,"Mark Erickson producer,actor,writer"
4215,"1921-01-01 1992-01-01 writer,composer,director Satyajit Ray"
4216,"actor,soundtrack,director 1994-01-01 Dub Taylor 1907-01-01"
4217,1996-01-01 actor 1915-01-01 Larry Gates
4218,"Richard Chevolleau actor,director,editor 1966-01-01"
4219,"Dabbs Greer 1917-01-01 actor,soundtrack 2007-01-01"
4220,"Eddie Hamilton editor,editorial_department,sound_department"
4221,"editor,editorial_department Luke Dunkley"
4222,"The City That Bleeds Crime,Drama,Mystery 0 12 The City That Bleeds 1995-01-01 3"
4223,"1893-01-01 actor,writer Lou Holtz 1980-01-01"
4224,Betsy Hale 1952-01-01 actress
4225,1954-01-01 Susan Gilmore actress
4226,2009-01-01 actor 1923-01-01 Joe Maross
4227,actress Judy Morris
4228,"director,writer,art_department Jean-Luc Ayach"
4229,Adam Cruise
4230,"1985-01-01 1917-01-01 Heinrich B?ll writer,actor,producer"
4231,"Ricky Gervais 1961-01-01 writer,producer,actor"
4232,"1967-01-01 actor,writer,director Anders Jansson"
4233,Switchblade 1960-01-01 0 Drama 8 5 Switchblade
4234,"Elsa Lanchester 1986-01-01 actress,soundtrack 1902-01-01"
4235,Garet Scott actress
4236,actor James Bell 1973-01-01 1891-01-01
4237,Lawrence Jackson III
4238,Len Doncheff actor
4239,1989-01-01 Kim So-eun actress
4240,"Josip Ivancic cinematographer,camera_department,director"
4241,"actor,writer,producer 1941-01-01 Sener Sen"
4242,writer Bertha Holt
4243,"1994-01-01 Joseph Cotten actor,soundtrack,writer 1905-01-01"
4244,"actor,stunts,miscellaneous 1933-01-01 William Smith"
4245,actor Daniel Buccos
4246,"1988-01-01 Alan Napier actor,soundtrack,miscellaneous 1903-01-01"
4247,"1910-01-01 2004-01-01 actress,soundtrack Inge Meysel"
4248,1988-01-01 actor 1909-01-01 Stuart Randall
4249,"1938-01-01 Chris Robinson actor,director,writer"
4250,"producer,writer,miscellaneous Alec Berg"
4251,"producer,writer,miscellaneous 1970-01-01 Anya Epstein"
4252,Randy Williams
4253,David Klar actor
4254,2 43 Fuel Tank Cleaner Reality-TV Fuel Tank Cleaner 0 2006-01-01 15
4255,30 2004-01-01 The Car Pool Lane 0 Comedy 6 The Car Pool Lane 4
4256,"1951-01-01 actress,producer Janet-Laine Green"
4257,"director,writer Bill Anderson"
4258,"writer,actor,director Miles Luna"
4259,30 Now a Brief Word Now a Brief Word 0 Drama 1956-01-01 6 4
4260,Trent Bateman
4261,Lisa Bateman
4262,1994-01-01 Hexagon Documentary Hexagon 0 60
4263,"actor,miscellaneous 1959-01-01 Brick Sullivan 1899-01-01"
4264,Michael Montgomery actor
4265,1982-01-01 Larry J. Blake actor 1914-01-01
4266,writer Cressida Cowell
4267,"actress,miscellaneous,soundtrack Nina Foch 2008-01-01 1924-01-01"
4268,1 Sludge Cleaner 43 Reality-TV 0 Sludge Cleaner 2005-01-01 6
